searched_name,id,display_name,works_api_url,h_index,works_count,country_code
Hitoshi Mitsuhashi,https://openalex.org/A5067597632,Hitoshi Mitsuhashi,https://api.openalex.org/works?filter=author.id:A5067597632,21.0,82.0,
Hiu Ching Hung,,,,,,
Hoan Huu Le,,,,,,
Hojeong Yoo,https://openalex.org/A5043361927,Hojeong Yoo,https://api.openalex.org/works?filter=author.id:A5043361927,1.0,5.0,
Hokyun Kim,https://openalex.org/A5012963638,Hokyun Kim,https://api.openalex.org/works?filter=author.id:A5012963638,1.0,2.0,
Homa Hosseinmardi,https://openalex.org/A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,13.0,23.0,
Hong Chen,https://openalex.org/A5100420456,Hong Chen,https://api.openalex.org/works?filter=author.id:A5100420456,50.0,163.0,
Hongkai Mao,https://openalex.org/A5104165453,Hongkai Mao,https://api.openalex.org/works?filter=author.id:A5104165453,1.0,2.0,
Hongyu Zhou,https://openalex.org/A5100755461,Hongyu Zhou,https://api.openalex.org/works?filter=author.id:A5100755461,9.0,65.0,
Hope Schroeder,https://openalex.org/A5018646665,Hope Schroeder,https://api.openalex.org/works?filter=author.id:A5018646665,5.0,15.0,
Horacio Samaniego,https://openalex.org/A5022414281,Horacio Samaniego,https://api.openalex.org/works?filter=author.id:A5022414281,13.0,49.0,
Hsin-Keng Ling,https://openalex.org/A5102582490,Hsin-Keng Ling,https://api.openalex.org/works?filter=author.id:A5102582490,1.0,2.0,
Hua Shen,https://openalex.org/A5101501252,Hua Shen,https://api.openalex.org/works?filter=author.id:A5101501252,16.0,121.0,
Huang Chenwen,https://openalex.org/A5082428358,Huang Chenwen,https://api.openalex.org/works?filter=author.id:A5082428358,0.0,1.0,
Huanrui Chen,,,,,,
Huaxia Zhou,https://openalex.org/A5112624888,Huaxia Zhou,https://api.openalex.org/works?filter=author.id:A5112624888,1.0,14.0,
Huilian Sophie Qiu,https://openalex.org/A5065212478,Huilian Sophie Qiu,https://api.openalex.org/works?filter=author.id:A5065212478,8.0,22.0,
Hyejin Youn,https://openalex.org/A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,15.0,57.0,
Hyoji Choi,https://openalex.org/A5101468041,Hyoji Choi,https://api.openalex.org/works?filter=author.id:A5101468041,11.0,21.0,
Hywel T.P. Williams,,,,,,
IC2S2 Program Chairs,,,,,,
Iakovos Evdaimon,https://openalex.org/A5056878670,Iakovos Evdaimon,https://api.openalex.org/works?filter=author.id:A5056878670,2.0,10.0,
Ian Hutchins,https://openalex.org/A5020639074,B. Ian Hutchins,https://api.openalex.org/works?filter=author.id:A5020639074,20.0,40.0,
Ian Lundberg,https://openalex.org/A5071725999,Ian Lundberg,https://api.openalex.org/works?filter=author.id:A5071725999,10.0,200.0,
Ian van Buskirk,https://openalex.org/A5017420997,Ian Van Buskirk,https://api.openalex.org/works?filter=author.id:A5017420997,2.0,4.0,
Ignacio Andrés Ormazabal Inostroza,,,,,,
Ignacio Serna,https://openalex.org/A5107589420,Ignacio Serna,https://api.openalex.org/works?filter=author.id:A5107589420,1.0,1.0,
Ignacio Toledo Roman,https://openalex.org/A5025327242,Ignacio Galvarino Toledo Román,https://api.openalex.org/works?filter=author.id:A5025327242,1.0,1.0,
Igor Ryazanov,https://openalex.org/A5050851889,Igor Ryazanov,https://api.openalex.org/works?filter=author.id:A5050851889,3.0,7.0,
Ilkka Henrik Mäkinen,,,,,,
Imre Gémes,,,,,,
Ina Ni,https://openalex.org/A5016769592,Ina Ni,https://api.openalex.org/works?filter=author.id:A5016769592,1.0,2.0,
Indira Sen,https://openalex.org/A5048901866,Indira Sen,https://api.openalex.org/works?filter=author.id:A5048901866,9.0,41.0,
Inga K. Wohlert,https://openalex.org/A5116842578,Inga K. Wohlert,https://api.openalex.org/works?filter=author.id:A5116842578,0.0,3.0,
Inga Schwabe,https://openalex.org/A5061914240,Inga Schwabe,https://api.openalex.org/works?filter=author.id:A5061914240,11.0,40.0,
Ingmar Weber,https://openalex.org/A5033656008,Ingmar Weber,https://api.openalex.org/works?filter=author.id:A5033656008,49.0,378.0,
Ingo Zettler,https://openalex.org/A5125151029,Ingo Zettler,https://api.openalex.org/works?filter=author.id:A5125151029,0.0,2.0,
Ioana Gabriela Doleanu,https://openalex.org/A5114970638,Ioana Gabriela Doleanu,https://api.openalex.org/works?filter=author.id:A5114970638,0.0,1.0,
Iris Dania Jimenez,,,,,,
Irving Lin,https://openalex.org/A5009629494,Irving Lin,https://api.openalex.org/works?filter=author.id:A5009629494,2.0,2.0,
Isabel Gebhardt,https://openalex.org/A5061205312,Isabel Gebhardt,https://api.openalex.org/works?filter=author.id:A5061205312,1.0,4.0,
Isabelle Langrock,https://openalex.org/A5029529751,Isabelle Langrock,https://api.openalex.org/works?filter=author.id:A5029529751,3.0,8.0,
Iuliia Alieva,https://openalex.org/A5000600927,Iuliia Alieva,https://api.openalex.org/works?filter=author.id:A5000600927,6.0,9.0,
Ivan Smirnov,https://openalex.org/A5070267730,Ivan Smirnov,https://api.openalex.org/works?filter=author.id:A5070267730,13.0,90.0,
Ivan Soraperra,https://openalex.org/A5071006314,Ivan Soraperra,https://api.openalex.org/works?filter=author.id:A5071006314,13.0,67.0,
Ivano Bison,https://openalex.org/A5069671758,Ivano Bison,https://api.openalex.org/works?filter=author.id:A5069671758,12.0,44.0,
Ivory Yang,https://openalex.org/A5101368193,Ivory Yang,https://api.openalex.org/works?filter=author.id:A5101368193,1.0,14.0,
Iyad Rahwan,https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,49.0,335.0,
Izabel Pirimai Aguiar,https://openalex.org/A5050820065,Izabel Pirimai Aguiar,https://api.openalex.org/works?filter=author.id:A5050820065,1.0,1.0,
JF Bonnefon,https://openalex.org/A5039792659,JF Bonnefon,https://api.openalex.org/works?filter=author.id:A5039792659,0.0,1.0,
JISU KIM,https://openalex.org/A5100451468,Jisu Kim,https://api.openalex.org/works?filter=author.id:A5100451468,5.0,15.0,
Jacob Aarup Dalsgaard,https://openalex.org/A5040974039,Jacob Aarup Dalsgaard,https://api.openalex.org/works?filter=author.id:A5040974039,4.0,5.0,
Jacob Habinek,https://openalex.org/A5091135953,Jacob Habinek,https://api.openalex.org/works?filter=author.id:A5091135953,5.0,23.0,
Jacopo Lenti,https://openalex.org/A5022790022,Jacopo Lenti,https://api.openalex.org/works?filter=author.id:A5022790022,4.0,22.0,
Jacopo Nudo,https://openalex.org/A5116001022,Jacopo Nudo,https://api.openalex.org/works?filter=author.id:A5116001022,2.0,14.0,
Jacy Reese Anthis,https://openalex.org/A5007178173,Jacy Reese Anthis,https://api.openalex.org/works?filter=author.id:A5007178173,8.0,45.0,
Jad Kabbara,https://openalex.org/A5026429870,Jad Kabbara,https://api.openalex.org/works?filter=author.id:A5026429870,8.0,32.0,
Jaehyuk Park,https://openalex.org/A5047569245,Jaehyuk Park,https://api.openalex.org/works?filter=author.id:A5047569245,10.0,43.0,
Jake M. Hofman,https://openalex.org/A5081429241,Jake M. Hofman,https://api.openalex.org/works?filter=author.id:A5081429241,29.0,80.0,
Jakob Ohme,https://openalex.org/A5091891085,Jakob Ohme,https://api.openalex.org/works?filter=author.id:A5091891085,24.0,88.0,
James Caverlee,https://openalex.org/A5127415729,James Caverlee,https://api.openalex.org/works?filter=author.id:A5127415729,0.0,1.0,
James Druckman,https://openalex.org/A5063647785,James Druckman,https://api.openalex.org/works?filter=author.id:A5063647785,76.0,623.0,
James Evans,https://openalex.org/A5076633756,James A. Evans,https://api.openalex.org/works?filter=author.id:A5076633756,42.0,326.0,
James Holland Jones,https://openalex.org/A5103339024,James Holland Jones,https://api.openalex.org/works?filter=author.id:A5103339024,1.0,1.0,
James P Houghton,https://openalex.org/A5125726946,James P. Houghton,https://api.openalex.org/works?filter=author.id:A5125726946,0.0,1.0,
Jan Bachmann,https://openalex.org/A5102876388,Jan Bachmann,https://api.openalex.org/works?filter=author.id:A5102876388,2.0,12.0,
Jan Digutsch,https://openalex.org/A5002716088,Jan Digutsch,https://api.openalex.org/works?filter=author.id:A5002716088,6.0,15.0,
Jan Heinrich Ernst Meyerhoff-Liang,,,,,,
Jan Karem Höhne,https://openalex.org/A5070855193,Jan Karem Höhne,https://api.openalex.org/works?filter=author.id:A5070855193,16.0,69.0,
Jana Jung,https://openalex.org/A5017484331,jana Jung,https://api.openalex.org/works?filter=author.id:A5017484331,1.0,3.0,
Jana Lasser,https://openalex.org/A5014437029,Jana Lasser,https://api.openalex.org/works?filter=author.id:A5014437029,17.0,135.0,
Janine Schröder,https://openalex.org/A5044701156,Janine Schröder,https://api.openalex.org/works?filter=author.id:A5044701156,2.0,12.0,
Jann Spiess,https://openalex.org/A5060132100,Jann Spiess,https://api.openalex.org/works?filter=author.id:A5060132100,2.0,4.0,
Janos Kertesz,https://openalex.org/A5044033087,János Kertész,https://api.openalex.org/works?filter=author.id:A5044033087,64.0,391.0,
Jar-Der Luo,https://openalex.org/A5071165327,Jar‐Der Luo,https://api.openalex.org/works?filter=author.id:A5071165327,16.0,59.0,
Jared R. Curhan,https://openalex.org/A5058593348,Jared R. Curhan,https://api.openalex.org/works?filter=author.id:A5058593348,17.0,64.0,
Jarren Nylund,https://openalex.org/A5092587955,Jarren L. Nylund,https://api.openalex.org/works?filter=author.id:A5092587955,3.0,10.0,
Jason Burton,https://openalex.org/A5070346701,Jason W. Burton,https://api.openalex.org/works?filter=author.id:A5070346701,6.0,26.0,
Javier Andreu-Perez,https://openalex.org/A5097845870,Javier Andreu-Perez,https://api.openalex.org/works?filter=author.id:A5097845870,1.0,1.0,
Javier Garcia-Bernardo,https://openalex.org/A5123267465,Javier Garcia-Bernardo,https://api.openalex.org/works?filter=author.id:A5123267465,0.0,1.0,
Jayanth Komarneni,https://openalex.org/A5099447640,Jayanth Komarneni,https://api.openalex.org/works?filter=author.id:A5099447640,1.0,2.0,
Jean-Philippe Cointet,https://openalex.org/A5013145810,Jean‐Philippe Cointet,https://api.openalex.org/works?filter=author.id:A5013145810,20.0,161.0,
Jeewoon Hong,,,,,,
Jeffrey Chan,https://openalex.org/A5071422010,Jeffrey Chan,https://api.openalex.org/works?filter=author.id:A5071422010,34.0,403.0,
Jemima Kang,https://openalex.org/A5047944229,Jemima Kang,https://api.openalex.org/works?filter=author.id:A5047944229,3.0,8.0,
Jen Schradie,https://openalex.org/A5011481532,Jen Schradie,https://api.openalex.org/works?filter=author.id:A5011481532,11.0,51.0,
Jennah Gosciak,https://openalex.org/A5114336461,Jennah Gosciak,https://api.openalex.org/works?filter=author.id:A5114336461,1.0,7.0,
Jennifer Allen,https://openalex.org/A5026721037,Jennifer Allen,https://api.openalex.org/works?filter=author.id:A5026721037,24.0,82.0,
Jennifer L. Eberhardt,https://openalex.org/A5054094267,Jennifer L. Eberhardt,https://api.openalex.org/works?filter=author.id:A5054094267,30.0,93.0,
Jennifer Lundquist,https://openalex.org/A5033369208,Jennifer Hickes Lundquist,https://api.openalex.org/works?filter=author.id:A5033369208,18.0,61.0,
Jenny Shan Wang,,,,,,
Jens Dörpinghaus,https://openalex.org/A5047464344,Jens Dörpinghaus,https://api.openalex.org/works?filter=author.id:A5047464344,9.0,77.0,
Jens Rupprecht,https://openalex.org/A5125153046,Jens Rupprecht,https://api.openalex.org/works?filter=author.id:A5125153046,0.0,1.0,
Jeong hwan Jeon,https://openalex.org/A5055644437,Jeon Jeong-hwan,https://api.openalex.org/works?filter=author.id:A5055644437,0.0,2.0,
Jermain Kaminski,https://openalex.org/A5063955285,Jermain Kaminski,https://api.openalex.org/works?filter=author.id:A5063955285,11.0,29.0,
Jesica Olivares,,,,,,
Jesus Cerquides,https://openalex.org/A5014918148,Jesús Cerquides,https://api.openalex.org/works?filter=author.id:A5014918148,24.0,193.0,
Jesus Gomez-Gardeñes,https://openalex.org/A5084972098,Jesús Gómez‐Gardeñes,https://api.openalex.org/works?filter=author.id:A5084972098,53.0,207.0,
Ji Eun Kim,https://openalex.org/A5100415607,Ji Eun Kim,https://api.openalex.org/works?filter=author.id:A5100415607,34.0,186.0,
Ji Ma,https://openalex.org/A5046993861,Ji Ma,https://api.openalex.org/works?filter=author.id:A5046993861,30.0,126.0,
Jia LI,https://openalex.org/A5100405691,Jia Li,https://api.openalex.org/works?filter=author.id:A5100405691,54.0,523.0,
Jiahui Xue,https://openalex.org/A5117358190,Jiahui Xue,https://api.openalex.org/works?filter=author.id:A5117358190,0.0,1.0,
Jiamin Li,https://openalex.org/A5100730421,Jiamin Li,https://api.openalex.org/works?filter=author.id:A5100730421,21.0,79.0,
Jian Kang,https://openalex.org/A5100700900,Jian Kang,https://api.openalex.org/works?filter=author.id:A5100700900,26.0,128.0,
Jiangyue Chen,https://openalex.org/A5055842114,Jiangyue Chen,https://api.openalex.org/works?filter=author.id:A5055842114,0.0,2.0,
Jianlong Zhu,https://openalex.org/A5087606008,Jianlong Zhu,https://api.openalex.org/works?filter=author.id:A5087606008,2.0,4.0,
Jiaxin Pei,https://openalex.org/A5049055745,Jiaxin Pei,https://api.openalex.org/works?filter=author.id:A5049055745,11.0,46.0,
Jiaxuan Li,https://openalex.org/A5087260405,Jiaxuan Li,https://api.openalex.org/works?filter=author.id:A5087260405,12.0,68.0,
Jiayi Weng,https://openalex.org/A5120536431,Jiayi Weng,https://api.openalex.org/works?filter=author.id:A5120536431,0.0,1.0,
Jiayu Chen,https://openalex.org/A5100380044,Jiayu Chen,https://api.openalex.org/works?filter=author.id:A5100380044,9.0,38.0,
Jiayu Liu,https://openalex.org/A5030410270,Jiayu Liu,https://api.openalex.org/works?filter=author.id:A5030410270,5.0,24.0,
Jibeom Seo,https://openalex.org/A5113034749,Jibeom Seo,https://api.openalex.org/works?filter=author.id:A5113034749,1.0,5.0,
Jie Hua,https://openalex.org/A5088433956,Jie Hua,https://api.openalex.org/works?filter=author.id:A5088433956,9.0,60.0,
Jiebo Luo,https://openalex.org/A5055469774,Jiebo Luo,https://api.openalex.org/works?filter=author.id:A5055469774,97.0,1209.0,
Jiho Kwak,https://openalex.org/A5108858557,Jiho. Kwak,https://api.openalex.org/works?filter=author.id:A5108858557,0.0,1.0,
Jihye Park,https://openalex.org/A5100392575,Jihye Park,https://api.openalex.org/works?filter=author.id:A5100392575,16.0,50.0,
Jim Everett,https://openalex.org/A5024663213,Jim A. C. Everett,https://api.openalex.org/works?filter=author.id:A5024663213,30.0,102.0,
Jimena Royo-Letelier,https://openalex.org/A5125367110,Jimena Royo-Letelier,https://api.openalex.org/works?filter=author.id:A5125367110,0.0,1.0,
Jin Ai,https://openalex.org/A5101400523,Jin Ai,https://api.openalex.org/works?filter=author.id:A5101400523,9.0,34.0,
Jingwen Zhang,https://openalex.org/A5100435146,Jingwen Zhang,https://api.openalex.org/works?filter=author.id:A5100435146,25.0,119.0,
Jinhyuk Yun,https://openalex.org/A5102922371,Jinhyuk Yun,https://api.openalex.org/works?filter=author.id:A5102922371,7.0,40.0,
Jisun An,https://openalex.org/A5084955495,Jisun An,https://api.openalex.org/works?filter=author.id:A5084955495,32.0,184.0,
Jisung Yoon,https://openalex.org/A5113282034,Jisung Yoon,https://api.openalex.org/works?filter=author.id:A5113282034,0.0,5.0,
Jiyoung Lee,https://openalex.org/A5100447438,Jiyoung Lee,https://api.openalex.org/works?filter=author.id:A5100447438,29.0,421.0,
Joan Giner-Miguelez,https://openalex.org/A5082864285,Joan Giner-Miguelez,https://api.openalex.org/works?filter=author.id:A5082864285,4.0,13.0,
Joana G Sa,,,,,,
Joanna Demaree-Cotton,https://openalex.org/A5006534173,Joanna Demaree‐Cotton,https://api.openalex.org/works?filter=author.id:A5006534173,8.0,18.0,
Joanna Zun Li,,,,,,
Joao Pinheiro Neto,https://openalex.org/A5120572441,Joao Pinheiro-Neto,https://api.openalex.org/works?filter=author.id:A5120572441,0.0,1.0,
Joaquín Ignacio Villagra Pacheco,,,,,,
Joel Mire,https://openalex.org/A5065830601,Joel Mire,https://api.openalex.org/works?filter=author.id:A5065830601,2.0,6.0,
Johan Järlehed,https://openalex.org/A5018297686,Johan Järlehed,https://api.openalex.org/works?filter=author.id:A5018297686,10.0,32.0,
Johan Ugander,https://openalex.org/A5072263832,Johan Ugander,https://api.openalex.org/works?filter=author.id:A5072263832,22.0,92.0,
Johanna Björklund,https://openalex.org/A5026629742,Johanna Björklund,https://api.openalex.org/works?filter=author.id:A5026629742,10.0,74.0,
Johanna Hölzl,https://openalex.org/A5125010724,Johanna Hölzl,https://api.openalex.org/works?filter=author.id:A5125010724,0.0,1.0,
Johannes Mast,https://openalex.org/A5016430518,Johannes Mast,https://api.openalex.org/works?filter=author.id:A5016430518,6.0,20.0,
Johannes Müller-Trede,https://openalex.org/A5011996396,Johannes Müller‐Trede,https://api.openalex.org/works?filter=author.id:A5011996396,10.0,26.0,
Johannes Stroebel,https://openalex.org/A5123825338,Johannes Stroebel,https://api.openalex.org/works?filter=author.id:A5123825338,0.0,2.0,
Johannes Wachs,https://openalex.org/A5070274437,Johannes Wachs,https://api.openalex.org/works?filter=author.id:A5070274437,16.0,78.0,
John Collins,https://openalex.org/A5109978690,John Collins,https://api.openalex.org/works?filter=author.id:A5109978690,12.0,20.0,
John Joseph Horton,,,,,,
Jon Kleinberg,https://openalex.org/A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,115.0,563.0,
Jonas Fegert,https://openalex.org/A5001365039,Jonas Fegert,https://api.openalex.org/works?filter=author.id:A5001365039,5.0,35.0,
Jonas Schlicht,https://openalex.org/A5006251372,Jonas A. Schlicht,https://api.openalex.org/works?filter=author.id:A5006251372,1.0,3.0,
Jonathan Ivey,https://openalex.org/A5111084104,Jonathan Ivey,https://api.openalex.org/works?filter=author.id:A5111084104,1.0,5.0,
Jonathan Mummolo,https://openalex.org/A5090394090,Jonathan Mummolo,https://api.openalex.org/works?filter=author.id:A5090394090,20.0,195.0,
Jonathan Sakunkoo,https://openalex.org/A5109819791,Jonathan Sakunkoo,https://api.openalex.org/works?filter=author.id:A5109819791,0.0,5.0,
